latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.40001,0.5,17.0,3600,Europe/London,BST

time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),precipitation (mm),rain (mm),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),vapor_pressure_deficit (kPa)
2023-04-21T03:00,6.8,91,5.4,0.00,0.00,0,18,15,4,6,0.0,0.0,0.0,0.0,12.3,23.9,0.09
2023-04-21T04:00,6.8,91,5.5,0.00,0.00,1,24,14,7,24,0.0,0.0,0.0,0.0,11.8,23.2,0.08
2023-04-21T05:00,6.8,89,5.2,0.10,0.10,51,43,20,14,55,0.0,0.0,0.0,0.0,13.1,24.2,0.11
2023-04-21T06:00,6.8,89,5.1,0.30,0.30,51,77,46,19,82,0.0,0.0,0.0,0.0,12.0,21.9,0.11
2023-04-21T07:00,7.1,90,5.5,0.50,0.50,53,100,87,18,67,20.0,1.0,19.0,0.0,10.4,17.4,0.11
2023-04-21T08:00,7.5,91,6.1,0.20,0.20,51,81,67,21,28,140.0,57.0,83.0,119.8,10.7,14.8,0.09
2023-04-21T09:00,8.5,91,7.1,0.20,0.20,51,100,97,44,0,222.0,86.0,136.0,232.6,10.6,14.3,0.10
2023-04-21T10:00,8.9,91,7.4,0.40,0.40,51,100,92,87,1,223.0,102.0,121.0,199.5,11.9,15.9,0.11
2023-04-21T11:00,9.5,83,6.7,0.50,0.50,53,100,90,81,5,316.0,157.0,159.0,210.2,6.5,9.7,0.21
2023-04-21T12:00,9.9,81,6.8,0.30,0.30,51,74,61,29,7,414.0,248.0,166.0,287.9,9.1,12.3,0.23
2023-04-21T13:00,10.6,80,7.3,0.30,0.30,51,56,45,15,21,562.0,357.0,205.0,402.6,12.6,16.6,0.26
2023-04-21T14:00,11.0,78,7.3,0.20,0.20,51,55,51,9,11,637.0,437.0,200.0,521.5,15.1,19.8,0.29
2023-04-21T15:00,11.5,75,7.3,0.20,0.20,51,57,47,15,20,644.0,452.0,192.0,606.8,15.1,19.8,0.34
2023-04-21T16:00,11.5,74,6.9,0.10,0.10,51,52,28,35,20,524.0,358.0,166.0,604.6,16.1,21.1,0.36
2023-04-21T17:00,11.0,72,6.1,0.10,0.10,51,58,26,43,28,360.0,196.0,164.0,460.8,16.5,22.2,0.37
2023-04-21T18:00,10.6,72,5.8,0.10,0.10,51,72,28,63,30,289.0,189.0,100.0,429.2,14.0,19.4,0.35
2023-04-21T19:00,9.7,76,5.8,0.10,0.10,51,79,36,59,36,150.0,76.0,74.0,420.3,8.7,13.2,0.28
2023-04-21T20:00,8.8,84,6.3,0.00,0.00,2,70,15,72,44,35.0,13.0,22.0,185.9,6.4,10.0,0.18
2023-04-21T21:00,8.0,88,6.2,0.00,0.00,2,79,37,64,23,0.0,0.0,0.0,0.0,6.1,9.9,0.12
2023-04-21T22:00,7.1,94,6.2,0.00,0.00,2,72,39,58,8,0.0,0.0,0.0,0.0,5.4,8.6,0.06
2023-04-21T23:00,6.6,95,5.9,0.00,0.00,2,65,39,49,0,0.0,0.0,0.0,0.0,5.5,5.9,0.05
2023-04-22T00:00,6.3,96,5.7,0.00,0.00,1,43,34,21,0,0.0,0.0,0.0,0.0,4.7,7.4,0.04
2023-04-22T01:00,5.7,97,5.3,0.00,0.00,2,57,62,1,3,0.0,0.0,0.0,0.0,5.5,6.2,0.03
2023-04-22T02:00,5.1,98,4.8,0.00,0.00,1,45,44,4,10,0.0,0.0,0.0,0.0,4.9,6.9,0.02
2023-04-22T03:00,4.1,100,4.1,0.00,0.00,2,51,44,12,14,0.0,0.0,0.0,0.0,5.6,8.2,0.00
2023-04-22T04:00,3.6,100,3.6,0.00,0.00,1,48,44,12,3,0.0,0.0,0.0,0.0,6.4,7.5,0.00
2023-04-22T05:00,4.0,100,3.9,0.00,0.00,2,54,50,12,5,0.0,0.0,0.0,0.0,5.5,6.2,0.00
2023-04-22T06:00,4.9,99,4.8,0.00,0.00,3,100,100,17,66,0.0,0.0,0.0,0.0,2.2,2.3,0.01
2023-04-22T07:00,4.4,99,4.3,0.00,0.00,3,100,100,71,79,41.0,7.0,34.0,0.0,0.8,0.4,0.01
2023-04-22T08:00,6.5,97,6.1,0.00,0.00,3,100,100,98,98,110.0,10.0,100.0,56.7,1.1,2.3,0.03
2023-04-22T09:00,8.1,94,7.2,0.00,0.00,3,100,97,94,80,178.0,18.0,160.0,37.8,5.0,6.9,0.06
2023-04-22T10:00,9.2,82,6.3,0.10,0.10,51,100,87,53,21,280.0,58.0,222.0,62.1,7.8,10.0,0.21
2023-04-22T11:00,10.5,71,5.5,0.00,0.00,2,66,40,42,16,495.0,276.0,219.0,264.1,5.4,6.8,0.36
2023-04-22T12:00,11.5,61,4.4,0.00,0.00,2,53,41,26,3,574.0,322.0,252.0,441.7,5.3,6.8,0.52
2023-04-22T13:00,12.4,56,3.8,0.00,0.00,2,61,34,50,0,614.0,400.0,214.0,488.6,7.2,9.4,0.63
2023-04-22T14:00,12.7,54,3.5,0.00,0.00,3,85,48,65,9,490.0,251.0,239.0,430.1,10.7,13.8,0.68
2023-04-22T15:00,12.9,52,3.2,0.00,0.00,2,79,51,55,2,437.0,210.0,227.0,308.5,11.5,15.3,0.72
2023-04-22T16:00,12.8,51,3.0,0.00,0.00,2,60,32,49,5,295.0,72.0,223.0,199.5,12.6,16.9,0.72
2023-04-22T17:00,12.5,53,3.3,0.00,0.00,1,45,27,26,16,245.0,79.0,166.0,104.7,12.3,16.6,0.68
2023-04-22T18:00,12.4,55,3.6,0.00,0.00,1,24,0,6,69,329.0,230.0,99.0,370.5,12.1,16.6,0.65
2023-04-22T19:00,11.6,61,4.4,0.00,0.00,1,29,0,0,98,184.0,121.0,63.0,582.6,10.1,17.9,0.53
2023-04-22T20:00,10.4,70,5.1,0.00,0.00,1,39,2,13,98,44.0,16.0,28.0,288.2,9.8,20.5,0.38
2023-04-22T21:00,9.5,73,4.9,0.00,0.00,3,84,25,55,94,0.0,0.0,0.0,0.0,11.3,23.2,0.32
2023-04-22T22:00,9.2,73,4.6,0.00,0.00,3,97,31,66,97,0.0,0.0,0.0,0.0,13.6,25.7,0.32
2023-04-22T23:00,9.6,76,5.6,0.20,0.20,51,100,97,71,99,0.0,0.0,0.0,0.0,16.2,28.4,0.29
2023-04-23T00:00,9.8,87,7.7,0.30,0.30,51,100,38,68,98,0.0,0.0,0.0,0.0,17.7,30.7,0.16
2023-04-23T01:00,10.3,89,8.5,0.00,0.00,2,71,21,41,93,0.0,0.0,0.0,0.0,18.2,32.1,0.14
2023-04-23T02:00,10.4,90,8.8,0.20,0.20,51,100,42,62,94,0.0,0.0,0.0,0.0,20.3,34.9,0.12
2023-04-23T03:00,10.3,92,9.0,0.10,0.10,51,100,64,56,97,0.0,0.0,0.0,0.0,22.6,37.4,0.10
2023-04-23T04:00,10.2,92,9.0,0.00,0.00,3,100,79,70,96,0.0,0.0,0.0,0.0,20.9,35.1,0.10
2023-04-23T05:00,10.2,92,9.0,0.00,0.00,3,100,47,74,95,0.0,0.0,0.0,0.0,20.8,34.6,0.10
2023-04-23T06:00,10.0,93,8.9,0.00,0.00,3,100,66,86,94,0.0,0.0,0.0,0.0,18.8,32.2,0.09
2023-04-23T07:00,10.1,92,8.8,0.00,0.00,3,100,69,70,96,33.0,5.0,28.0,0.0,18.2,29.5,0.10
2023-04-23T08:00,10.6,90,9.0,0.10,0.10,51,100,86,96,100,123.0,34.0,89.0,90.6,16.4,26.2,0.13
2023-04-23T09:00,11.0,88,9.0,0.10,0.10,51,100,100,85,100,183.0,55.0,128.0,134.0,16.0,23.2,0.16
2023-04-23T10:00,11.5,85,9.2,0.30,0.30,51,100,98,95,100,276.0,105.0,171.0,165.7,14.2,20.7,0.20
2023-04-23T11:00,11.6,85,9.3,0.70,0.70,53,100,96,96,100,281.0,79.0,202.0,161.1,12.2,16.9,0.20
2023-04-23T12:00,11.6,91,10.1,0.80,0.80,53,100,99,95,100,313.0,55.0,258.0,96.0,11.0,15.1,0.13
2023-04-23T13:00,11.6,89,9.8,1.10,1.10,55,100,85,100,100,272.0,39.0,233.0,62.8,9.8,13.6,0.15
2023-04-23T14:00,11.4,85,9.0,1.50,1.50,61,100,100,100,100,199.0,5.0,194.0,27.0,7.1,10.2,0.20
2023-04-23T15:00,11.8,85,9.3,1.20,1.20,55,100,93,98,100,227.0,19.0,208.0,12.0,4.8,6.9,0.21
2023-04-23T16:00,12.2,82,9.2,0.60,0.60,53,100,55,86,100,212.0,53.0,159.0,53.8,6.0,8.2,0.25
2023-04-23T17:00,12.2,76,8.0,0.20,0.20,51,77,31,34,95,201.0,52.0,149.0,84.2,8.2,12.1,0.35
2023-04-23T18:00,12.1,74,7.7,0.20,0.20,51,56,12,46,59,230.0,113.0,117.0,191.4,9.2,13.8,0.36
2023-04-23T19:00,11.1,77,7.2,0.20,0.20,51,81,43,53,36,124.0,68.0,56.0,299.1,12.4,20.7,0.30
2023-04-23T20:00,9.5,86,7.3,0.30,0.30,51,95,45,84,15,30.0,11.0,19.0,170.6,13.2,23.8,0.16
2023-04-23T21:00,8.9,88,7.1,0.30,0.30,51,100,61,90,17,0.0,0.0,0.0,0.1,14.2,25.3,0.13
2023-04-23T22:00,8.5,90,7.0,0.10,0.10,51,100,46,93,39,0.0,0.0,0.0,0.0,17.6,29.9,0.11
2023-04-23T23:00,8.2,91,6.8,0.00,0.00,3,84,28,84,27,0.0,0.0,0.0,0.0,18.3,30.2,0.10
2023-04-24T00:00,7.8,90,6.3,0.00,0.00,2,59,13,63,30,0.0,0.0,0.0,0.0,16.3,28.3,0.10
2023-04-24T01:00,7.4,90,5.9,0.00,0.00,1,34,26,16,2,0.0,0.0,0.0,0.0,16.6,28.8,0.10
2023-04-24T02:00,7.3,91,5.9,0.00,0.00,1,42,46,0,2,0.0,0.0,0.0,0.0,16.6,29.0,0.09
2023-04-24T03:00,7.1,92,5.9,0.00,0.00,2,72,80,0,0,0.0,0.0,0.0,0.0,15.3,27.1,0.08
2023-04-24T04:00,6.9,92,5.8,0.00,0.00,3,89,98,0,1,0.0,0.0,0.0,0.0,14.8,25.6,0.08
2023-04-24T05:00,6.7,92,5.5,0.00,0.00,3,87,97,0,0,0.0,0.0,0.0,0.0,14.3,23.3,0.07
2023-04-24T06:00,6.3,92,5.2,0.00,0.00,3,91,100,1,0,1.0,0.0,1.0,0.0,14.0,22.1,0.07
2023-04-24T07:00,6.4,91,5.1,0.00,0.00,3,86,94,3,0,37.0,10.0,27.0,0.0,13.7,20.1,0.08
2023-04-24T08:00,7.2,89,5.5,0.00,0.00,2,74,80,4,0,111.0,29.0,82.0,94.4,12.3,17.1,0.11
2023-04-24T09:00,7.9,83,5.2,0.00,0.00,1,48,53,0,0,275.0,137.0,138.0,213.1,13.5,17.6,0.18
2023-04-24T10:00,8.9,75,4.7,0.00,0.00,3,87,97,0,0,423.0,264.0,159.0,420.1,13.0,16.9,0.29
2023-04-24T11:00,9.8,69,4.4,0.10,0.10,51,93,95,13,0,443.0,200.0,243.0,398.9,11.9,15.2,0.37
2023-04-24T12:00,10.3,66,4.2,0.20,0.20,51,90,78,33,1,469.0,218.0,251.0,287.3,11.0,14.0,0.43
2023-04-24T13:00,10.9,65,4.6,0.10,0.10,51,98,57,78,1,500.0,312.0,188.0,347.3,9.4,12.0,0.45
2023-04-24T14:00,11.2,65,4.8,0.10,0.10,51,92,49,80,1,523.0,314.0,209.0,415.3,8.3,10.3,0.47
2023-04-24T15:00,11.2,66,5.0,0.20,0.20,51,100,70,97,16,422.0,169.0,253.0,311.3,9.0,11.2,0.46
2023-04-24T16:00,11.4,63,4.7,0.00,0.00,3,100,65,100,46,510.0,288.0,222.0,334.3,9.1,11.6,0.49
2023-04-24T17:00,10.9,64,4.4,0.00,0.00,3,100,90,99,89,345.0,161.0,184.0,388.5,7.7,10.1,0.47
2023-04-24T18:00,10.1,69,4.7,0.30,0.30,51,100,86,100,95,199.0,56.0,143.0,220.8,9.3,14.2,0.38
2023-04-24T19:00,8.9,81,5.7,0.50,0.50,53,100,96,100,98,74.0,6.0,68.0,77.3,11.4,18.8,0.22
2023-04-24T20:00,7.8,87,5.8,1.10,1.10,55,100,63,96,96,14.0,1.0,13.0,10.7,14.6,24.5,0.14
2023-04-24T21:00,7.2,87,5.3,0.70,0.70,53,100,40,99,89,0.0,0.0,0.0,0.0,16.9,27.7,0.13
2023-04-24T22:00,6.7,87,4.7,0.50,0.50,53,100,28,99,82,0.0,0.0,0.0,0.0,17.6,28.8,0.12
2023-04-24T23:00,6.2,87,4.2,0.30,0.30,51,94,18,96,67,0.0,0.0,0.0,0.0,15.0,25.0,0.12
2023-04-25T00:00,5.9,85,3.5,0.10,0.10,51,52,7,76,0,0.0,0.0,0.0,0.0,14.2,24.3,0.14
2023-04-25T01:00,5.4,85,3.1,0.00,0.00,1,27,9,32,0,0.0,0.0,0.0,0.0,14.1,24.8,0.13
2023-04-25T02:00,4.9,86,2.8,0.00,0.00,1,23,20,8,0,0.0,0.0,0.0,0.0,14.5,25.8,0.12
2023-04-25T03:00,4.3,87,2.4,0.00,0.00,0,19,21,0,0,0.0,0.0,0.0,0.0,15.5,27.3,0.10
2023-04-25T04:00,3.7,88,1.9,0.00,0.00,0,15,17,0,0,0.0,0.0,0.0,0.0,15.6,27.6,0.09
2023-04-25T05:00,3.2,90,1.6,0.00,0.00,0,3,3,0,0,0.0,0.0,0.0,0.0,14.9,26.6,0.08
2023-04-25T06:00,2.7,91,1.4,0.00,0.00,0,0,0,0,0,1.0,0.0,1.0,0.0,14.4,25.8,0.07
2023-04-25T07:00,3.2,91,1.9,0.00,0.00,0,1,1,0,0,71.0,41.0,30.0,172.0,14.4,25.1,0.07
2023-04-25T08:00,4.4,84,2.0,0.00,0.00,0,5,6,0,0,224.0,162.0,62.0,500.1,15.3,21.4,0.13
2023-04-25T09:00,5.7,76,1.8,0.00,0.00,1,25,28,0,0,392.0,307.0,85.0,676.9,15.9,20.9,0.22
2023-04-25T10:00,7.0,67,1.3,0.00,0.00,1,42,47,0,0,543.0,421.0,122.0,753.7,14.1,18.4,0.33
2023-04-25T11:00,8.0,58,0.3,0.00,0.00,3,90,89,17,0,619.0,451.0,168.0,719.9,10.5,13.0,0.45
2023-04-25T12:00,8.9,53,-0.1,0.00,0.00,2,73,81,0,0,696.0,506.0,190.0,677.6,10.3,12.8,0.53
2023-04-25T13:00,9.5,51,-0.0,0.00,0.00,3,91,98,4,0,741.0,515.0,226.0,676.8,8.7,10.9,0.58
2023-04-25T14:00,9.9,50,-0.1,0.00,0.00,3,100,100,76,0,683.0,411.0,272.0,601.6,7.6,9.1,0.62
2023-04-25T15:00,10.1,49,-0.3,0.00,0.00,3,100,100,89,0,564.0,262.0,302.0,439.9,5.9,7.0,0.63
2023-04-25T16:00,10.0,48,-0.4,0.00,0.00,3,100,100,100,0,466.0,214.0,252.0,344.8,4.4,5.1,0.64
2023-04-25T17:00,9.7,49,-0.6,0.00,0.00,3,100,98,95,0,226.0,55.0,171.0,212.3,4.6,5.6,0.62
2023-04-25T18:00,9.4,51,-0.3,0.00,0.00,3,100,75,58,0,199.0,72.0,127.0,129.2,5.8,7.1,0.58
2023-04-25T19:00,9.0,53,-0.0,0.00,0.00,3,89,75,36,0,128.0,53.0,75.0,200.5,5.9,8.2,0.54
2023-04-25T20:00,8.3,60,1.0,0.00,0.00,2,59,57,12,0,43.0,17.0,26.0,164.8,5.7,12.2,0.43
2023-04-25T21:00,7.4,67,1.6,0.00,0.00,2,66,65,8,8,0.0,0.0,0.0,1.5,8.3,16.6,0.34
2023-04-25T22:00,6.6,74,2.2,0.00,0.00,2,59,48,3,46,0.0,0.0,0.0,0.0,9.8,18.6,0.26
2023-04-25T23:00,6.0,79,2.6,0.00,0.00,1,47,20,0,97,0.0,0.0,0.0,0.0,9.8,18.7,0.20
2023-04-26T00:00,5.8,82,2.9,0.00,0.00,1,41,7,9,98,0.0,0.0,0.0,0.0,9.9,19.2,0.17
2023-04-26T01:00,5.6,83,3.0,0.00,0.00,2,66,2,57,100,0.0,0.0,0.0,0.0,9.6,18.0,0.15
2023-04-26T02:00,5.5,84,3.0,0.00,0.00,3,91,2,98,100,0.0,0.0,0.0,0.0,9.8,18.6,0.15
2023-04-26T03:00,5.3,84,2.9,0.00,0.00,3,93,3,100,100,0.0,0.0,0.0,0.0,9.2,18.2,0.14
2023-04-26T04:00,5.2,84,2.8,0.00,0.00,3,89,0,100,95,0.0,0.0,0.0,0.0,8.8,17.9,0.14
2023-04-26T05:00,5.0,85,2.7,0.00,0.00,2,60,1,87,22,0.0,0.0,0.0,0.0,8.4,17.6,0.13
2023-04-26T06:00,4.9,86,2.7,0.00,0.00,2,53,5,81,0,1.0,0.0,1.0,0.0,8.3,17.5,0.12
2023-04-26T07:00,5.5,85,3.1,0.00,0.00,2,66,15,87,0,53.0,10.0,43.0,35.5,10.0,16.9,0.14
2023-04-26T08:00,6.8,78,3.2,0.00,0.00,2,69,21,84,0,163.0,71.0,92.0,167.3,11.2,15.8,0.22
2023-04-26T09:00,7.8,70,2.6,0.00,0.00,1,47,24,43,0,330.0,211.0,119.0,380.3,13.0,17.6,0.32
2023-04-26T10:00,8.7,63,2.2,0.00,0.00,2,71,30,74,0,464.0,343.0,121.0,566.8,13.6,18.2,0.41
2023-04-26T11:00,9.4,59,1.8,0.00,0.00,2,73,34,70,0,536.0,375.0,161.0,598.4,14.8,19.6,0.48
2023-04-26T12:00,9.8,56,1.4,0.00,0.00,3,95,44,92,1,505.0,309.0,196.0,490.6,14.5,18.8,0.53
2023-04-26T13:00,10.1,55,1.5,0.00,0.00,3,100,61,96,10,467.0,248.0,219.0,362.1,14.0,18.1,0.56
2023-04-26T14:00,10.5,55,1.7,0.00,0.00,3,100,73,95,61,394.0,212.0,182.0,298.4,13.2,17.1,0.58
2023-04-26T15:00,10.6,55,1.9,0.00,0.00,3,100,95,96,86,282.0,57.0,225.0,174.7,12.3,15.5,0.58
2023-04-26T16:00,10.7,55,2.1,0.00,0.00,3,100,90,94,86,239.0,40.0,199.0,58.1,11.8,15.3,0.58
2023-04-26T17:00,10.7,56,2.4,0.00,0.00,3,100,92,95,26,233.0,73.0,160.0,96.4,12.9,16.9,0.56
2023-04-26T18:00,10.3,59,2.7,0.00,0.00,3,100,81,90,1,167.0,55.0,112.0,138.6,13.6,19.1,0.51
2023-04-26T19:00,9.6,65,3.3,0.00,0.00,3,100,79,95,0,93.0,32.0,61.0,134.6,13.4,20.7,0.42
2023-04-26T20:00,8.7,68,3.1,0.00,0.00,3,100,74,87,0,21.0,5.0,16.0,79.1,13.7,22.5,0.36
2023-04-26T21:00,8.0,72,3.2,0.00,0.00,3,100,68,88,0,0.0,0.0,0.0,0.7,13.8,23.0,0.30
2023-04-26T22:00,7.8,73,3.3,0.00,0.00,3,100,59,80,0,0.0,0.0,0.0,0.0,13.3,23.0,0.28
2023-04-26T23:00,7.5,76,3.5,0.00,0.00,3,100,60,78,35,0.0,0.0,0.0,0.0,11.6,21.4,0.25
2023-04-27T00:00,7.4,78,3.7,0.00,0.00,3,81,42,71,2,0.0,0.0,0.0,0.0,11.9,21.7,0.23
2023-04-27T01:00,7.2,79,3.8,0.00,0.00,3,100,51,73,76,0.0,0.0,0.0,0.0,12.1,22.1,0.21
2023-04-27T02:00,7.0,80,3.8,0.00,0.00,3,100,48,49,91,0.0,0.0,0.0,0.0,12.7,23.8,0.20
2023-04-27T03:00,6.7,81,3.7,0.00,0.00,3,90,36,56,79,0.0,0.0,0.0,0.0,11.4,21.2,0.19
2023-04-27T04:00,6.7,80,3.5,0.00,0.00,2,80,25,49,92,0.0,0.0,0.0,0.0,11.1,20.9,0.20
2023-04-27T05:00,6.6,80,3.5,0.00,0.00,2,61,29,29,58,0.0,0.0,0.0,0.0,11.7,22.0,0.19
2023-04-27T06:00,6.3,82,3.5,0.00,0.00,2,79,24,49,93,2.0,0.0,2.0,0.0,11.7,22.6,0.17
2023-04-27T07:00,6.7,82,3.9,0.00,0.00,2,67,10,46,100,58.0,23.0,35.0,97.4,13.7,23.1,0.18
2023-04-27T08:00,8.2,76,4.2,0.00,0.00,2,57,4,40,97,156.0,32.0,124.0,163.9,14.8,22.4,0.26
2023-04-27T09:00,9.1,71,4.1,0.00,0.00,2,71,1,66,100,209.0,49.0,160.0,111.3,16.8,23.7,0.33
2023-04-27T10:00,10.0,66,3.9,0.00,0.00,3,81,8,73,100,318.0,72.0,246.0,119.4,18.2,25.1,0.42
2023-04-27T11:00,10.9,61,3.6,0.00,0.00,3,87,5,87,100,404.0,112.0,292.0,145.7,17.9,24.2,0.51
2023-04-27T12:00,11.7,56,3.2,0.00,0.00,3,100,16,97,100,506.0,156.0,350.0,186.8,19.4,26.2,0.61
2023-04-27T13:00,12.4,53,3.1,0.00,0.00,3,92,3,100,99,568.0,198.0,370.0,232.3,20.3,27.4,0.67
2023-04-27T14:00,12.7,54,3.7,0.10,0.10,51,89,2,96,99,538.0,178.0,360.0,245.4,21.6,29.5,0.67
2023-04-27T15:00,12.6,57,4.3,0.00,0.00,3,84,14,82,73,367.0,95.0,272.0,180.3,20.8,29.2,0.63
2023-04-27T16:00,11.9,67,6.0,1.10,1.10,55,55,2,52,73,264.0,38.0,226.0,87.0,17.7,25.8,0.46
2023-04-27T17:00,11.2,79,7.6,1.60,1.60,61,78,6,92,59,214.0,63.0,151.0,83.3,19.0,29.8,0.28
2023-04-27T18:00,10.4,87,8.4,1.30,1.30,61,100,100,97,28,104.0,45.0,59.0,119.5,21.7,35.7,0.16
2023-04-27T19:00,10.1,89,8.5,1.80,1.80,61,100,100,98,8,28.0,2.0,26.0,58.4,21.8,36.6,0.13
2023-04-27T20:00,9.9,89,8.1,1.80,1.80,61,100,100,100,15,15.0,4.0,11.0,14.3,24.0,39.7,0.14
2023-04-27T21:00,9.9,90,8.3,0.80,0.80,53,100,100,95,11,0.0,0.0,0.0,0.7,23.9,39.3,0.12
2023-04-27T22:00,9.9,90,8.4,1.60,1.60,61,100,100,93,11,0.0,0.0,0.0,0.0,22.7,37.6,0.12
2023-04-27T23:00,9.9,92,8.7,0.60,0.60,53,100,100,81,51,0.0,0.0,0.0,0.0,22.0,37.3,0.10
2023-04-28T00:00,10.0,94,9.0,0.60,0.60,53,100,100,82,50,0.0,0.0,0.0,0.0,19.9,33.9,0.08
2023-04-28T01:00,10.3,95,9.6,0.70,0.70,53,100,100,47,14,0.0,0.0,0.0,0.0,16.4,28.7,0.06
2023-04-28T02:00,10.7,98,10.4,0.60,0.60,53,100,100,30,1,0.0,0.0,0.0,0.0,14.8,26.5,0.03
2023-04-28T03:00,11.1,99,10.9,0.10,0.10,51,97,100,11,0,0.0,0.0,0.0,0.0,16.2,28.8,0.02
2023-04-28T04:00,11.3,99,11.1,0.00,0.00,3,92,100,3,0,0.0,0.0,0.0,0.0,16.6,29.3,0.02
2023-04-28T05:00,11.4,98,11.2,0.00,0.00,3,91,100,2,0,0.0,0.0,0.0,0.0,17.1,29.6,0.02
2023-04-28T06:00,11.4,98,11.1,0.00,0.00,3,91,100,2,0,1.0,0.0,1.0,0.0,17.1,29.2,0.03
2023-04-28T07:00,11.6,98,11.3,0.00,0.00,3,92,100,3,0,24.0,1.0,23.0,3.0,17.0,27.6,0.03
2023-04-28T08:00,12.0,96,11.4,0.00,0.00,3,91,100,1,0,63.0,5.0,58.0,12.3,20.3,30.0,0.05
2023-04-28T09:00,12.6,91,11.2,0.00,0.00,3,91,100,1,0,139.0,19.0,120.0,25.8,19.7,27.9,0.13
2023-04-28T10:00,13.5,88,11.6,0.00,0.00,3,90,100,0,0,251.0,98.0,153.0,112.6,20.7,30.4,0.18
2023-04-28T11:00,14.1,86,11.7,0.00,0.00,3,90,100,0,0,254.0,50.0,204.0,129.0,19.5,28.9,0.23
2023-04-28T12:00,14.6,83,11.7,0.10,0.10,51,90,100,0,0,278.0,67.0,211.0,76.9,21.0,32.1,0.29
2023-04-28T13:00,15.2,80,11.8,0.10,0.10,51,97,100,11,0,307.0,76.0,231.0,93.4,18.4,27.8,0.34
2023-04-28T14:00,15.6,77,11.6,0.20,0.20,51,71,48,47,0,356.0,70.0,286.0,93.3,19.0,26.4,0.41
2023-04-28T15:00,15.6,76,11.5,0.10,0.10,51,60,33,50,0,312.0,57.0,255.0,81.7,18.8,26.6,0.42
2023-04-28T16:00,15.6,76,11.5,0.10,0.10,51,70,27,76,0,324.0,64.0,260.0,76.0,18.3,26.0,0.42
2023-04-28T17:00,15.7,75,11.3,0.10,0.10,51,88,40,86,0,336.0,185.0,151.0,212.0,15.5,23.2,0.44
2023-04-28T18:00,15.4,75,11.0,0.00,0.00,2,59,25,61,0,273.0,172.0,101.0,388.9,14.3,22.4,0.44
2023-04-28T19:00,14.6,76,10.4,0.00,0.00,1,47,29,35,0,162.0,93.0,69.0,400.5,12.6,21.5,0.40
2023-04-28T20:00,13.7,80,10.2,0.00,0.00,0,15,10,10,1,44.0,16.0,28.0,231.8,9.0,18.9,0.32
2023-04-28T21:00,12.3,85,9.8,0.00,0.00,0,13,6,11,3,1.0,0.0,1.0,3.9,7.6,18.1,0.22
2023-04-28T22:00,11.2,88,9.3,0.00,0.00,0,6,2,5,3,0.0,0.0,0.0,0.0,7.6,18.0,0.16
2023-04-28T23:00,10.1,91,8.8,0.00,0.00,0,11,4,10,4,0.0,0.0,0.0,0.0,8.0,18.4,0.11
2023-04-29T00:00,9.2,93,8.2,0.00,0.00,0,4,2,3,0,0.0,0.0,0.0,0.0,7.1,17.2,0.08
2023-04-29T01:00,8.5,95,7.7,0.00,0.00,0,5,3,4,0,0.0,0.0,0.0,0.0,5.8,14.2,0.06
2023-04-29T02:00,7.7,97,7.2,0.00,0.00,0,4,2,4,0,0.0,0.0,0.0,0.0,6.6,12.4,0.04
2023-04-29T03:00,6.9,98,6.6,0.00,0.00,0,6,4,4,0,0.0,0.0,0.0,0.0,7.0,12.1,0.02
2023-04-29T04:00,6.0,99,5.8,0.00,0.00,2,73,77,6,0,0.0,0.0,0.0,0.0,7.9,11.4,0.01
2023-04-29T05:00,5.4,100,5.3,0.00,0.00,2,73,80,1,1,0.0,0.0,0.0,0.0,7.2,10.2,0.00
2023-04-29T06:00,4.9,100,4.9,0.00,0.00,3,93,99,6,0,3.0,1.0,2.0,0.0,4.3,8.9,0.00
2023-04-29T07:00,6.4,98,6.1,0.00,0.00,3,94,100,7,0,70.0,30.0,40.0,144.1,3.6,7.8,0.02
2023-04-29T08:00,7.7,94,6.8,0.00,0.00,2,79,84,6,0,173.0,73.0,100.0,255.8,4.2,6.4,0.06
2023-04-29T09:00,8.9,87,6.9,0.00,0.00,2,54,57,3,2,259.0,76.0,183.0,206.4,5.0,6.7,0.15
2023-04-29T10:00,10.5,79,7.0,0.00,0.00,1,20,14,7,12,452.0,242.0,210.0,280.0,6.1,7.6,0.27
2023-04-29T11:00,11.9,73,7.2,0.00,0.00,0,9,2,3,19,646.0,509.0,137.0,591.9,5.2,6.0,0.38
2023-04-29T12:00,13.0,70,7.7,0.00,0.00,0,15,12,1,12,738.0,602.0,136.0,783.3,5.2,6.1,0.45
2023-04-29T13:00,14.0,68,8.2,0.00,0.00,1,32,14,1,63,798.0,670.0,128.0,819.4,5.4,6.4,0.51
2023-04-29T14:00,14.9,63,8.0,0.00,0.00,0,16,16,0,6,820.0,709.0,111.0,873.7,5.2,6.0,0.62
2023-04-29T15:00,15.4,61,7.9,0.00,0.00,0,14,16,0,0,753.0,632.0,121.0,875.9,6.5,7.2,0.68
